Generator,P_min,P_max,Cost_a,Cost_b,Cost_c,Emission_coeff
G336,22,167,0.001262504578296052,7.971453752808873,195.81401262067024,0.7142777359137695
G337,32,185,0.004286051789629763,9.682245869418303,103.600017789043,0.5452132419509337
G338,47,165,0.0024873341169548984,9.380525962990212,184.28880831584948,0.2458309669948736
G339,49,109,0.004275142573428375,6.388763118746306,105.43500321816883,0.4295481941423813
G340,44,104,0.0020100349987535286,9.257243187756327,293.2486821413596,0.420640190483066
G341,47,173,0.0010041179193825335,5.001662530602447,125.4907918845738,0.3090435144256778
G342,36,196,0.001635753133107026,5.088439048066286,241.53766526612375,0.4613045752833145
G343,44,137,0.002874157667074337,8.012765819214325,294.55526457841717,0.39925961923588194
G344,43,112,0.0047772145398313195,6.823991095722647,265.20781033331434,0.4050822232953095
G345,20,130,0.0014087744787748759,6.932304205795736,239.86307502524073,0.6434159346727752
G346,25,146,0.004416839097846265,7.822205453394412,267.8921819001534,0.33395803130311785
G347,40,199,0.0031080963848474485,5.958912277959303,296.35973865212554,0.5851159753132134
G348,25,187,0.004303683063199587,6.0587767533273915,224.26889945070593,0.5423897743285611
G349,45,151,0.0021934977239599705,7.423007935094324,211.8369613658653,0.5408555074027204
G350,31,155,0.004359788658689887,8.771267721719315,225.64762209265626,0.5978044076850656
G351,32,114,0.004091291120067219,8.097488757037938,206.535177352311,0.5290292217173924
G352,32,128,0.0019202147321257359,6.486775241184194,227.01782118194376,0.7275530689078309
G353,48,107,0.0015253405056375124,7.151685887544605,189.96844159451183,0.605348055170156
G354,34,104,0.004472217290129171,5.853323792749992,143.68863657666142,0.5281779508228329
G355,40,128,0.004852946613760527,5.3731490716854085,124.04944530233513,0.697857872172587
G356,35,146,0.001125209254990065,8.913480203720745,113.66818710645208,0.563687938960088
G357,41,167,0.003925080267894742,6.326937045940973,152.66315675064,0.3746865486711074
G358,40,175,0.004638098043791274,5.888831939256241,109.22471286714676,0.32425695090594275
G359,30,144,0.004429440368369994,8.458090277846598,213.43415598387713,0.2913966713976073
G360,47,101,0.004858081889080834,8.09025837143593,156.76568940470406,0.7396731275276611
G361,24,126,0.004040376313752389,8.16594813006732,264.9069616174064,0.6260812590788396
G362,23,194,0.002769195049523641,6.1444730242330685,114.84817459767729,0.7624270628985925
G363,22,135,0.002247807961980522,6.163227692813405,145.27029886829717,0.5619750834289658
G364,38,135,0.0022829709617525097,6.104013148928196,246.04922941802917,0.4840405288969476
G365,39,125,0.003897690690456468,5.868762978311473,219.76165927669828,0.23582989338253363
G366,44,142,0.003983348048123857,8.278618362808281,112.89825424983351,0.6029853689276179
G367,37,126,0.0018014365741948505,9.240079426247007,275.4478914324401,0.5493252558609387
G368,34,168,0.004472491253962124,8.621587348383306,275.4523525652359,0.7941253361525729
G369,28,119,0.003859696160808991,8.960468168802716,166.08160077515475,0.3434952666693458
G370,36,110,0.003251001145373531,7.023992145425999,168.08116866991293,0.5184424131721015
G371,33,173,0.002886129840410051,8.270378976859991,297.80567167003477,0.5905744010708436
G372,34,137,0.0031729312231598326,6.771181202223873,225.23523431862765,0.5867547048454063
G373,20,105,0.0016369829531170579,7.6275231098431995,206.2633041136118,0.5367761257690418
G374,40,171,0.0018148049971050968,7.408174232674312,267.63043671038486,0.6661568061963354
G375,41,122,0.0013646579616247668,5.884435725719272,157.05806767146328,0.3229887257160899
G376,41,146,0.0016146321526444509,6.9353938016781544,185.83651867927136,0.6353763201646496
G377,22,189,0.0028147745384211305,9.819111377411755,153.55533509766684,0.5718407428598535
G378,35,145,0.0031214175749130243,6.242901288574711,257.8321693177463,0.737645067076744
G379,42,111,0.0010714475699132775,5.669018681397444,214.6698691270436,0.7083166634201492
G380,44,189,0.004187191311456111,7.0929031081196765,231.7650140280141,0.389088223479532
G381,30,112,0.0021766718933739116,8.95168867930074,150.46144996788132,0.36574239498509187
G382,31,161,0.0046473441398396445,7.910741148899861,144.04506027546302,0.7889919943114687
G383,29,181,0.0048700450544551105,8.404874136191223,197.67492579658773,0.5163591085491539
G384,35,188,0.0017418354987066174,5.948474240873386,247.51314981856535,0.7438525783486623
G385,27,196,0.0028483891630626426,8.094740965038607,205.04795150403203,0.2983286142682893
G386,25,159,0.0010049273406657036,6.617501974557369,106.52913550913372,0.5856913488801047
G387,31,142,0.003393309060489708,9.171516829773838,273.71030126405776,0.6859161124163518
G388,43,175,0.0034292257930506847,8.146494030053681,112.93737870302631,0.7684371497518683
G389,47,199,0.0019901598224135006,5.994281388876479,291.16489674415044,0.40240408461021415
G390,40,167,0.0032336506903327916,5.3230833992204305,105.02839165545454,0.6349887019544316
G391,27,104,0.0019021605697749418,5.2131660464351635,238.89009122614175,0.5232878054237715
G392,45,136,0.0016433018763127604,6.857042838250704,116.44141274235633,0.23637735563988094
G393,47,171,0.003606077867209059,6.329255683271567,282.1353158870279,0.6139998423853661
G394,23,191,0.0023037018558082997,8.23045061731254,192.88664724510855,0.6140579349427062
G395,45,130,0.00336105575554249,7.496669174893091,127.50475496340307,0.7583640829079223
G396,27,108,0.0027329869958866225,6.330096390026903,168.16313995796932,0.4983874677013835
G397,45,150,0.004937405629611616,5.746188889750881,132.9649350693524,0.33815055242630887
G398,47,128,0.0015983225706702631,5.635998813437248,134.116382311418,0.2267382940692075
G399,37,177,0.0028583943865432408,9.32330196070209,289.6216640342884,0.44938531201154347
G400,47,139,0.003721826505437301,6.217389842024336,189.04922245695764,0.3811500200465011
G401,47,140,0.002582180335519875,8.258553239554843,257.7604527810719,0.6566529836143253
G402,24,185,0.00489879940748276,9.05342963993133,227.92111223553638,0.412560658904628
G403,28,110,0.0038875505117077404,8.07040655592368,235.28527246767845,0.7694427177889065
G404,23,122,0.003627935430257972,9.297826158234729,126.3386876944077,0.7773861217926707
G405,46,100,0.0040282370704448935,6.961968607642373,146.83688936309713,0.5725451541306249
G406,41,145,0.004810594552154868,9.781110953244742,257.3500670308874,0.7571961722089298
G407,36,120,0.004631274611938561,5.665725020890485,294.1532412949566,0.6565126067086975
G408,28,189,0.0038971412325056478,5.5107476482876905,152.53512851973034,0.5281157845850757
G409,20,135,0.0039966465564051324,8.293460731037218,154.31375295020797,0.3081847612536669
G410,40,153,0.0015836882961405819,9.714155707066308,194.57942656218097,0.47515876610830404
G411,39,186,0.0014111696179706628,9.04441730818164,296.76806257108757,0.5365246780175705
G412,32,156,0.0032836180073766573,5.382084297190257,153.7917891652942,0.7183769484410061
G413,47,100,0.00107347054776216,6.396838569673582,181.39438192685276,0.488800025921399
G414,35,162,0.002929425526206366,9.651594424189119,278.2960031247013,0.738604803606774
G415,48,153,0.0018413983196754744,6.265292164003923,100.5842065242724,0.6046093874140814
G416,32,154,0.002384066270579358,8.905852118934597,107.95319299771391,0.28219943783220286
G417,33,139,0.004103218943171824,9.12566097964352,220.81433541424383,0.7969888215950558
G418,22,114,0.004764950016929547,7.477260517304909,281.4760329425694,0.5163395964523476
G419,48,120,0.001289665088585366,6.931744549241578,147.77133208038555,0.4351149778454474
G420,25,146,0.0031369688239057804,7.250622162098798,193.9283549361418,0.5954682586817159
G421,37,172,0.0045301339432784,6.13482347182682,190.09306033156366,0.2653359883886235
G422,38,152,0.0013300341377616852,9.44695458064422,194.59426921910205,0.5819231880520127
G423,24,108,0.004298056187587336,7.253098283648789,224.50393914594903,0.49894160029956386
G424,34,173,0.0024312054037130856,9.412297202280499,193.94875259813676,0.4440044419991499
G425,44,151,0.0022883788088773416,5.528467399531371,189.49362826449158,0.7718120127073396
G426,21,156,0.004909865545259144,9.941376355000656,194.8576840862521,0.513523830039232
G427,29,125,0.0018034363594491769,7.216365437218091,218.1734882542083,0.3314704876819631
G428,43,140,0.003772775763290724,5.239154101970527,207.40149767027168,0.47537808762637923
G429,49,134,0.004285762912039466,5.190109241187274,270.82719953010087,0.7516324427436036
G430,37,162,0.0011647339811170867,8.731036287409193,109.89937069873332,0.3056572827983568
G431,46,124,0.003681541833417649,8.295177671018404,266.6634142946025,0.3283742232129422
G432,32,189,0.004806199897421308,9.010652790637938,268.7849225223448,0.20781774065425027
G433,24,174,0.0014968798669122373,5.52683766976403,156.98160430619217,0.20851402963746032
G434,42,137,0.004584885210740153,5.1778543351777415,192.57039100317013,0.6976349761751076
G435,43,101,0.0033791065495077446,7.542896447237892,187.7076977074871,0.6392735641057736
G436,20,106,0.003466418327449896,6.937976157413848,143.70196687082606,0.413024633871175
G437,41,181,0.003451776699462424,7.309734683354779,179.35936941726328,0.6189866943365437
G438,20,190,0.002195343545349255,9.95794204435137,108.87755443417089,0.43712355578598217
G439,37,133,0.004740807261197839,9.853749788353351,155.5644145563469,0.7717380775986966
G440,34,190,0.004789401850524155,9.711576948365964,263.3364350901436,0.7802316088556209
G441,36,116,0.003501218640855791,8.919213383838368,156.9124603525795,0.43567626548560606
G442,30,142,0.004133690903766458,6.774206801284452,263.6413337496495,0.7125331438045208
G443,40,158,0.003449031943524632,7.0606546513138575,206.31989292088616,0.6638534250184798
G444,45,150,0.0029375937902961623,7.748080218594622,275.972535472232,0.38599996230307365
G445,44,153,0.003643280473197003,9.152672282024199,214.95591085288305,0.3392238973406636
G446,41,123,0.0032120058103678336,5.343564162591338,105.93364461294796,0.47494079023570035
G447,46,124,0.0033899034505277203,7.121484429424441,235.08404150941783,0.6688093043686438
G448,46,170,0.004135330213675448,5.413088317296343,108.97071360471374,0.7761006708372473
G449,36,151,0.0029236153257959398,7.573287932867558,190.11940379662678,0.6581474413199436
G450,32,169,0.001163016424369891,9.494504120031177,285.8853388946228,0.713124191011022
G451,20,187,0.0016559979239579889,8.912424622819689,133.04078786757003,0.56183858370231
G452,21,132,0.002754428865958154,6.13921208771555,177.9744705883088,0.7012446985052756
G453,28,148,0.003899306239496233,9.879954247993961,245.97206176969567,0.6706525148020507
G454,22,128,0.003373114593240715,8.336751990232141,276.45171121896954,0.4261913251557681
G455,20,162,0.0036011767434938158,5.052138496987015,234.18860094850157,0.5311941812724328
G456,40,121,0.0029171157143051494,6.2770674234260975,151.63465083823382,0.6828518731938169
G457,35,125,0.003462968087768971,6.303566499599583,234.92157058324324,0.22763404051397385
G458,42,127,0.0023160697512586486,5.3462715314292995,159.34552822081798,0.6848475694134981
G459,25,184,0.0028807303707866602,9.799132590379646,243.68584596374706,0.3067328744294141
G460,47,148,0.003977116262379822,7.3912764728796185,290.8066255170081,0.5088101702728633
G461,36,170,0.004487331115892485,9.47907298685941,244.27869022125765,0.6849652637335626
G462,24,180,0.0027346213358255553,6.6110775172231415,272.57610058248247,0.35229264689401696
G463,24,183,0.0011746466308294448,5.626167852164135,100.42076863517669,0.34748446358369184
G464,25,148,0.0016466901765872107,7.371680549531069,243.51442494631888,0.44165863907735115
G465,22,119,0.0010834445571661524,5.569783173571586,265.91751137305005,0.7367856785465807
G466,40,185,0.0036130520769493205,7.430077514887699,108.11174750893629,0.20026566886232475
G467,42,191,0.0023292585014204354,9.60148590609704,274.3195454576461,0.7408298579851611
G468,24,162,0.00316991454287747,7.603840709171063,151.33884566200916,0.2922842147849647
G469,40,160,0.0029731073871351985,8.082498634475417,233.05842039561105,0.7940518256404894
G470,24,148,0.0013261059582097068,5.7831921848690415,260.0709758046813,0.772908195823081
G471,29,170,0.0026130454444953273,5.218678129399848,232.5329026118711,0.49680511375477004
G472,29,100,0.0018822444996892931,5.554039810899035,118.45695841465144,0.507632148687577
G473,38,195,0.002673599154670611,7.992657878421828,219.26430377207367,0.4889296041655126
G474,36,112,0.0018143131213689708,5.475058494961523,209.91673134442874,0.5812661873957137
G475,40,193,0.004361809625107734,6.8799644497065575,280.0642536148543,0.25443302134095863
G476,33,186,0.0016967733463130147,7.7504597022907795,180.84794592884185,0.2195707690049399
G477,28,150,0.004843122205947908,6.943263993149236,164.21621941741003,0.23462175704953933
G478,33,155,0.002663629464587763,5.818419007326508,249.97015288729324,0.4666192095449087
G479,20,182,0.004384981168076197,6.368956537570533,182.53506521667933,0.3653287635316901
G480,38,161,0.0035150592728237806,9.641587664242884,229.2192350010126,0.5732237374225964
G481,32,131,0.00394140119466301,8.379911377931776,229.29001802492138,0.7954653736248676
G482,32,129,0.004070895552267121,7.4802391933994326,277.6078128720236,0.43179390384587957
G483,23,128,0.003019379527572071,5.0635744499344675,219.73848046381949,0.544304752462708
G484,49,148,0.0031732020934531536,9.962077002447352,200.43072199239737,0.44936233754440136
G485,20,144,0.0030559834712349,8.357274674473217,127.77426527930339,0.7083630006331156
G486,36,192,0.003352233512360317,6.584612386724725,123.14752133574108,0.741341842077343
G487,27,129,0.0011175777830260292,9.39634329998919,130.86431305661588,0.7264133673231561
G488,21,115,0.002582060679396061,6.292158101459091,134.3696962654189,0.7846233432075547
G489,47,139,0.003424754854244686,7.720082895913758,227.5754185327268,0.21651151108424918
G490,27,118,0.0033908942610234574,8.180353818649126,248.1962500549157,0.7038896972873188
G491,26,117,0.004171824378422526,6.105316857268642,205.99830458528373,0.6510633038234561
G492,45,100,0.003620037355328434,9.89198639400298,265.80354650909817,0.3372166456402189
G493,45,177,0.00496853326536269,8.740959529894987,298.25264534672664,0.7737920560325167
G494,21,146,0.00213541811443458,7.789066127555349,264.0025258238712,0.2889067569379673
G495,41,165,0.002436604118664926,5.9029729908765045,238.97647473519183,0.6077299562803451
G496,41,191,0.002535388607471185,5.269291034990131,206.49853988742933,0.33493413008954753
G497,22,193,0.002863251228080994,6.600299162604918,189.77061433494163,0.45882838926444486
G498,46,137,0.004343992255124838,8.765936679567014,116.87847610890847,0.6314959381667414
G499,37,150,0.0019431683758368394,6.346656491510125,179.87374967893817,0.5379947852198281
G500,31,162,0.004104000828141718,7.697781102477526,282.0269273564269,0.45650109879686707
